_timestamp,episode/tracking_reward,train/grad_norm,episode/actions_up,train/learning_rate,train/buffer_size,_runtime,train/episode,episode/actions_neutral,train/epsilon,episode/goal_reward,episode/total_reward,episode/actions_down,train/loss,episode/clipped_reward,_step,episode/action_all,run_id,run_name,group
1788145637.5440085,,0.037190908881954615,,0.0003,30000,112289.573110207,1813,,0.05,,,,0.002784279640763998,,4479732.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788146515.3480725,,0.0768310731482689,,0.0003,30000,113167.358918292,1829,,0.05,,,,0.00917830504477024,,4514592.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788147186.8621025,,0.022666562393777234,,0.0003,30000,113838.873727282,1839,,0.05,,,,0.0020794314332306385,,4541272.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788148272.202352,,0.056230772486838214,,0.0003,30000,114924.2208613,1858,,0.05,,,,0.005982742644846439,,4584460.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788148760.9560862,,0.048108685138541656,,0.0003,30000,115412.976677571,1867,,0.05,,,,0.004385785199701786,,4603908.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788148855.722719,,0.06521524230136783,,0.0003,30000,115507.737601068,1868,,0.05,,,,0.006069893948733807,,4607640.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788148958.0120525,,0.06628979617027175,,0.0003,30000,115610.020758036,1871,,0.05,,,,0.007435807958245277,,4611704.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788149329.9612103,,0.060593939015822926,,0.0003,30000,115981.969907311,1880,,0.05,,,,0.005836311727762222,,4626520.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788151982.960099,,0.05151828516821257,,0.0003,30000,118634.972368131,1925,,0.05,,,,0.0038723996840417385,,4732248.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788152046.4822843,,0.0756851264869478,,0.0003,30000,118698.496303383,1925,,0.05,,,,0.005961219780147076,,4734756.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788152148.6981013,,0.07518705443837334,,0.0003,30000,118800.704260467,1925,,0.05,,,,0.011231787502765656,,4738840.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788152858.9657695,,0.08057701464735424,,0.0003,30000,119510.97596268,1937,,0.05,,,,0.00762579683214426,,4767292.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788153403.2779324,,0.06846765522581338,,0.0003,30000,120055.286802318,1947,,0.05,,,,0.007394182495772839,,4788932.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788153786.3762255,,0.04748323689041787,,0.0003,30000,120438.380820983,1955,,0.05,,,,0.005320806056261063,,4804176.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788155964.378912,,0.023977264491216052,,0.0003,30000,122616.388298456,1995,,0.05,,,,0.002187928883358836,,4891132.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788156179.468129,,0.06311137225227272,,0.0003,30000,122831.460184295,2000,,0.05,,,,0.00801901426166296,,4899736.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788156549.363482,,0.05633706817165986,,0.0003,30000,123201.373464507,2006,,0.05,,,,0.0064966706559062,,4914580.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788156605.8910933,,0.08237567976535289,,0.0003,30000,123257.890460284,2008,,0.05,,,,0.0065867723897099495,,4916852.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788156788.3409636,,0.07039421693910711,,0.0003,30000,123440.321256623,2011,,0.05,,,,0.00841378141194582,,4924156.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788157521.0133295,,0.0483498339545399,,0.0003,30000,124173.022277495,2023,,0.05,,,,0.0035639358684420586,,4953472.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788158526.4456558,,0.08743878452739272,,0.0003,30000,125178.465111252,2049,,0.05,,,,0.011804260313510895,,4993564.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788158783.9842594,,0.07156952090788425,,0.0003,30000,125435.994225522,2052,,0.05,,,,0.006105547305196524,,5003812.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788159101.6842194,,0.05537169060854647,,0.0003,30000,125753.684338317,2056,,0.05,,,,0.005146382376551628,,5016552.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788159116.6237776,,0.06912798542259574,,0.0003,30000,125768.632823875,2056,,0.05,,,,0.006090564653277397,,5017144.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788159140.3277893,,0.07898560994366083,,0.0003,30000,125792.385476972,2057,,0.05,,,,0.0071130357682704926,,5018084.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788161705.107996,,0.03804041134504647,,0.0003,30000,128357.11606855,2103,,0.05,,,,0.004039673134684563,,5120640.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788162144.5336082,,0.050810649057665816,,0.0003,30000,128796.543814048,2110,,0.05,,,,0.004693624563515186,,5138248.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788162379.1638908,,0.0648015123916412,,0.0003,30000,129031.160467218,2114,,0.05,,,,0.006576475687325001,,5147580.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788163401.8126273,,0.09113366329138214,,0.0003,30000,130053.822565227,2131,,0.05,,,,0.007675559725612402,,5189252.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788163758.61023,,0.08603983787759227,,0.0003,30000,130410.622259053,2139,,0.05,,,,0.008186625316739082,,5204396.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788165039.3690803,,0.06351076411397577,,0.0003,30000,131691.372120383,2161,,0.05,,,,0.006567629054188728,,5258336.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788165573.9221427,,0.08504106050116132,,0.0003,30000,132225.93496549,2173,,0.05,,,,0.007150173187255859,,5280852.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788166216.9417074,,0.0510236774922075,,0.0003,30000,132868.947834436,2185,,0.05,,,,0.004526946693658829,,5307824.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788167170.4477992,,0.10568308433351041,,0.0003,30000,133822.496621207,2202,,0.05,,,,0.011499239131808281,,5348012.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788168288.0221162,,0.08524539266908514,,0.0003,30000,134940.013903825,2224,,0.05,,,,0.006367114372551441,,5399052.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788169018.1523094,,0.0811426209973198,,0.0003,30000,135670.15965923,2243,,0.05,,,,0.007192516699433327,,5432564.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788170444.3640444,,0.04469350422849685,,0.0003,30000,137096.363827374,2272,,0.05,,,,0.003799429163336754,,5498180.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788170614.561606,,0.04773331571409636,,0.0003,30000,137266.563169221,2275,,0.05,,,,0.00994967669248581,,5506072.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788171005.6401393,,0.08084314499188575,,0.0003,30000,137657.636852294,2282,,0.05,,,,0.006232245825231075,,5524172.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788171371.2997763,,0.07072289930636688,,0.0003,30000,138023.314938604,2289,,0.05,,,,0.007302117068320513,,5541084.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788172063.933512,,0.062278323262587525,,0.0003,30000,138715.981119682,2303,,0.05,,,,0.008273063227534294,,5573180.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788172673.6901648,,0.10959893161944796,,0.0003,30000,139325.698755735,2316,,0.05,,,,0.012849068269133568,,5601324.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788173519.7766523,,0.052741101843304404,,0.0003,30000,140171.766599434,2333,,0.05,,,,0.00519409729167819,,5640368.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788173679.6342168,,0.09558898176805933,,0.0003,30000,140331.647424091,2337,,0.05,,,,0.008437694981694221,,5647752.0,,a9lplveo,exalted-sweep-1,baseline_sparse
